date,platform,campaign,ad_set,impressions,clicks,spend,conversions,ctr,cpc,audience,geo,device
2024-01-18,Google Ads,Lead Gen,Search,2115,1229,845.93,62,58.11,0.69,Interest-Based,IN,Mobile
2024-01-18,Google Ads,Retargeting,Search,14862,2672,760.98,92,17.98,0.28,Interest-Based,UK,Mobile
2024-01-18,Meta Ads,Brand Awareness,Display,30550,1102,626.68,84,3.61,0.57,Interest-Based,UK,Tablet
2024-01-18,Google Ads,Lead Gen,Desktop,7614,270,773.73,23,3.55,2.87,Broad,AU,Mobile
2024-01-19,Google Ads,Brand Awareness,Video,19466,2158,299.8,62,11.09,0.14,Interest-Based,AU,Desktop
2024-01-19,Meta Ads,Conversion Boost,Video,28235,2812,336.5,59,9.96,0.12,Broad,CA,Tablet
2024-01-19,Meta Ads,Retargeting,Mobile,24974,2501,425.01,57,10.01,0.17,Interest-Based,IN,Desktop
2024-01-19,Google Ads,Retargeting,Video,21927,703,1327.45,0,3.21,1.89,Lookalike,US,Tablet
2024-01-19,Google Ads,Brand Awareness,Video,3550,2467,795.36,34,69.49,0.32,Broad,CA,Mobile
2024-01-19,Meta Ads,Brand Awareness,Display,9071,1603,1345.97,69,17.67,0.84,Interest-Based,UK,Tablet
2024-01-19,Meta Ads,Conversion Boost,Mobile,4729,1130,417.34,8,23.9,0.37,Custom,US,Mobile
2024-01-19,Meta Ads,Conversion Boost,Desktop,46718,876,1440.4,72,1.88,1.64,Interest-Based,US,Mobile
2024-01-19,Google Ads,Conversion Boost,Display,5373,1507,1103.73,51,28.05,0.73,Custom,AU,Tablet
2024-01-19,Google Ads,Retargeting,Mobile,23278,2242,1093.09,76,9.63,0.49,Interest-Based,UK,Desktop
2024-01-19,Google Ads,Brand Awareness,Display,29584,794,815.64,67,2.68,1.03,Interest-Based,US,Desktop
2024-01-19,Meta Ads,Conversion Boost,Display,3248,1527,359.61,63,47.01,0.24,Broad,CA,Desktop
2024-01-19,Google Ads,Brand Awareness,Video,22009,212,398.89,83,0.96,1.88,Custom,AU,Desktop
2024-01-19,Meta Ads,Conversion Boost,Mobile,2158,893,743.39,48,41.38,0.83,Broad,UK,Mobile
2024-01-19,Meta Ads,Conversion Boost,Search,38881,804,1116.75,11,2.07,1.39,Broad,CA,Mobile
2024-01-19,Google Ads,Retargeting,Desktop,13020,2624,1137.22,46,20.15,0.43,Lookalike,CA,Mobile
2024-01-19,Google Ads,Lead Gen,Display,21938,873,1031.36,26,3.98,1.18,Lookalike,AU,Desktop
2024-01-19,Meta Ads,Retargeting,Mobile,29547,2775,31.73,1,9.39,0.01,Broad,US,Tablet
2024-01-19,Meta Ads,Retargeting,Mobile,5754,239,748.73,91,4.15,3.13,Lookalike,IN,Desktop
2024-01-19,Meta Ads,Conversion Boost,Carousel,35380,2553,1336.11,73,7.22,0.52,Lookalike,CA,Tablet
2024-01-19,Meta Ads,Brand Awareness,Mobile,16484,261,805.04,98,1.58,3.08,Custom,US,Mobile
2024-01-19,Meta Ads,Brand Awareness,Display,25915,1917,208.25,38,7.4,0.11,Broad,AU,Mobile
2024-01-19,Meta Ads,Lead Gen,Carousel,29857,372,1043.78,76,1.25,2.81,Lookalike,CA,Desktop
2024-01-19,Google Ads,Conversion Boost,Mobile,36324,124,1330.55,83,0.34,10.73,Custom,CA,Tablet
2024-01-19,Google Ads,Brand Awareness,Display,19750,2336,306.67,69,11.83,0.13,Custom,CA,Mobile
2024-01-19,Meta Ads,Retargeting,Desktop,4781,1946,671.69,8,40.7,0.35,Lookalike,US,Tablet
2024-01-19,Meta Ads,Conversion Boost,Video,18361,946,1053.85,75,5.15,1.11,Lookalike,AU,Mobile
2024-01-19,Google Ads,Lead Gen,Search,33448,397,172.42,13,1.19,0.43,Broad,CA,Mobile
2024-01-19,Google Ads,Lead Gen,Display,6849,1921,245.33,31,28.05,0.13,Interest-Based,US,Mobile
2024-01-19,Meta Ads,Retargeting,Search,38637,162,57.58,22,0.42,0.36,Lookalike,CA,Tablet
2024-01-19,Meta Ads,Brand Awareness,Video,4090,1802,946.82,1,44.06,0.53,Custom,UK,Mobile
2024-01-19,Google Ads,Retargeting,Video,26289,1766,1023.79,7,6.72,0.58,Broad,UK,Desktop
2024-01-19,Google Ads,Conversion Boost,Carousel,15440,338,356.33,29,2.19,1.05,Interest-Based,IN,Tablet
2024-01-19,Google Ads,Lead Gen,Video,40201,1407,514.63,86,3.5,0.37,Custom,US,Tablet
2024-01-19,Meta Ads,Brand Awareness,Search,40229,2099,1299.04,94,5.22,0.62,Broad,IN,Mobile
2024-01-19,Meta Ads,Conversion Boost,Carousel,13917,2165,826.46,82,15.56,0.38,Lookalike,US,Desktop
2024-01-19,Google Ads,Lead Gen,Mobile,6778,417,251.03,19,6.15,0.6,Lookalike,IN,Tablet
2024-01-19,Meta Ads,Conversion Boost,Display,3030,408,886.2,28,13.47,2.17,Interest-Based,IN,Mobile
2024-01-19,Google Ads,Retargeting,Display,11638,593,1285.1,53,5.1,2.17,Lookalike,AU,Desktop
2024-01-19,Meta Ads,Retargeting,Display,22007,2346,706.08,37,10.66,0.3,Broad,US,Tablet
2024-01-19,Google Ads,Retargeting,Video,25628,2179,1061.36,84,8.5,0.49,Broad,IN,Tablet
2024-01-19,Meta Ads,Retargeting,Video,35176,768,413.1,98,2.18,0.54,Broad,CA,Tablet
2024-01-19,Google Ads,Conversion Boost,Carousel,23046,2683,1298.77,85,11.64,0.48,Lookalike,AU,Mobile
2024-01-19,Meta Ads,Brand Awareness,Display,11853,243,1343.93,40,2.05,5.53,Interest-Based,IN,Desktop
2024-01-19,Google Ads,Lead Gen,Carousel,32711,1450,655.88,90,4.43,0.45,Lookalike,UK,Tablet
2024-01-19,Google Ads,Conversion Boost,Desktop,3700,2582,275.65,24,69.78,0.11,Broad,UK,Mobile
2024-01-19,Google Ads,Brand Awareness,Mobile,30970,1522,1146.7,71,4.91,0.75,Lookalike,US,Mobile
2024-01-19,Meta Ads,Lead Gen,Carousel,29870,1670,1141.32,59,5.59,0.68,Broad,IN,Mobile
2024-01-19,Meta Ads,Brand Awareness,Video,12726,746,500.31,5,5.86,0.67,Broad,AU,Tablet
2024-01-19,Google Ads,Lead Gen,Carousel,18851,1895,940.42,82,10.05,0.5,Lookalike,CA,Desktop
2024-01-20,Google Ads,Brand Awareness,Video,21654,2438,1003.89,81,11.26,0.41,Custom,US,Mobile
2024-01-20,Meta Ads,Retargeting,Display,33937,2785,479.92,61,8.21,0.17,Custom,CA,Desktop
2024-01-20,Meta Ads,Conversion Boost,Carousel,34718,982,1140.88,58,2.83,1.16,Interest-Based,IN,Tablet
2024-01-20,Google Ads,Brand Awareness,Display,4830,347,1256.44,30,7.18,3.62,Custom,UK,Mobile
2024-01-20,Google Ads,Retargeting,Carousel,39661,836,315.13,78,2.11,0.38,Interest-Based,IN,Desktop
2024-01-20,Google Ads,Conversion Boost,Video,18824,1419,304.85,29,7.54,0.21,Broad,CA,Tablet
2024-01-20,Meta Ads,Lead Gen,Mobile,27749,1183,844.51,9,4.26,0.71,Lookalike,AU,Mobile
2024-01-20,Google Ads,Lead Gen,Search,6886,1068,77.47,14,15.51,0.07,Lookalike,IN,Mobile
2024-01-20,Meta Ads,Lead Gen,Display,24499,967,859.95,58,3.95,0.89,Custom,IN,Desktop
2024-01-20,Google Ads,Brand Awareness,Mobile,7937,1688,227.97,86,21.27,0.14,Custom,CA,Mobile
2024-01-20,Meta Ads,Retargeting,Desktop,14263,2414,1241.77,63,16.92,0.51,Broad,UK,Tablet
2024-01-20,Meta Ads,Conversion Boost,Search,1002,1231,965.88,71,122.85,0.78,Lookalike,AU,Desktop
2024-01-20,Google Ads,Conversion Boost,Display,7039,1976,1213.49,50,28.07,0.61,Lookalike,AU,Desktop
2024-01-20,Google Ads,Brand Awareness,Desktop,20098,2877,1195.0,88,14.31,0.42,Custom,CA,Desktop
2024-01-20,Meta Ads,Retargeting,Mobile,34385,1443,1006.77,30,4.2,0.7,Broad,IN,Tablet
2024-01-20,Google Ads,Brand Awareness,Mobile,2802,213,69.3,44,7.6,0.33,Custom,IN,Tablet
2024-01-20,Google Ads,Retargeting,Desktop,10147,2169,974.59,29,21.38,0.45,Interest-Based,UK,Desktop
2024-01-20,Google Ads,Lead Gen,Video,23415,768,1185.52,7,3.28,1.54,Broad,UK,Mobile
2024-01-20,Meta Ads,Conversion Boost,Search,18378,570,1175.31,68,3.1,2.06,Custom,IN,Desktop
2024-01-20,Google Ads,Conversion Boost,Display,12538,2346,1109.22,79,18.71,0.47,Broad,US,Tablet
2024-01-20,Google Ads,Lead Gen,Search,2041,1966,519.8,70,96.33,0.26,Lookalike,UK,Tablet
2024-01-20,Meta Ads,Lead Gen,Mobile,39003,593,861.1,87,1.52,1.45,Custom,UK,Tablet
2024-01-20,Google Ads,Retargeting,Display,12695,1746,768.42,1,13.75,0.44,Custom,IN,Tablet
2024-01-20,Google Ads,Conversion Boost,Carousel,3869,2200,1363.46,34,56.86,0.62,Lookalike,US,Desktop
2024-01-20,Meta Ads,Brand Awareness,Video,49741,936,934.79,59,1.88,1.0,Custom,AU,Desktop
2024-01-20,Meta Ads,Brand Awareness,Video,36065,2323,618.24,93,6.44,0.27,Broad,CA,Mobile
2024-01-20,Google Ads,Conversion Boost,Search,3352,840,204.46,13,25.06,0.24,Interest-Based,UK,Mobile
2024-01-20,Google Ads,Brand Awareness,Video,41093,2100,820.75,9,5.11,0.39,Broad,IN,Desktop
2024-01-20,Meta Ads,Conversion Boost,Display,22058,2778,222.37,68,12.59,0.08,Lookalike,AU,Mobile
2024-01-20,Meta Ads,Retargeting,Mobile,17825,2112,659.31,5,11.85,0.31,Lookalike,US,Desktop
2024-01-20,Meta Ads,Lead Gen,Video,44523,2782,1188.57,97,6.25,0.43,Custom,US,Tablet
2024-01-20,Google Ads,Lead Gen,Carousel,8555,140,929.66,31,1.64,6.64,Lookalike,IN,Desktop
2024-01-20,Meta Ads,Retargeting,Search,4812,1290,1154.03,38,26.81,0.89,Custom,US,Tablet
2024-01-20,Google Ads,Retargeting,Display,49167,65,1110.81,9,0.13,17.09,Broad,US,Mobile
2024-01-20,Google Ads,Lead Gen,Video,24220,2162,442.15,28,8.93,0.2,Custom,CA,Desktop
2024-01-20,Google Ads,Retargeting,Video,42105,1765,771.76,32,4.19,0.44,Custom,AU,Tablet
2024-01-20,Google Ads,Conversion Boost,Desktop,10685,1948,762.9,28,18.23,0.39,Lookalike,UK,Desktop
2024-01-20,Google Ads,Brand Awareness,Display,14023,1785,1369.68,34,12.73,0.77,Lookalike,UK,Mobile
2024-01-20,Meta Ads,Retargeting,Display,42039,421,46.97,33,1.0,0.11,Lookalike,CA,Desktop
2024-01-20,Meta Ads,Brand Awareness,Search,32891,1578,785.82,55,4.8,0.5,Custom,IN,Desktop
2024-01-20,Google Ads,Brand Awareness,Display,31514,1670,323.51,24,5.3,0.19,Interest-Based,IN,Mobile
2024-01-20,Meta Ads,Brand Awareness,Carousel,9029,507,1071.89,3,5.62,2.11,Custom,UK,Desktop
2024-01-20,Google Ads,Conversion Boost,Display,39462,2375,1300.13,53,6.02,0.55,Broad,CA,Mobile
2024-01-20,Google Ads,Retargeting,Desktop,19435,1840,747.7,22,9.47,0.41,Custom,AU,Mobile
2024-01-20,Google Ads,Retargeting,Mobile,44013,2033,823.4,70,4.62,0.41,Interest-Based,US,Mobile
2024-01-20,Google Ads,Conversion Boost,Display,45676,2093,1380.49,58,4.58,0.66,Broad,AU,Tablet
2024-01-20,Meta Ads,Lead Gen,Search,1084,467,568.36,65,43.08,1.22,Interest-Based,AU,Mobile
2024-01-20,Google Ads,Lead Gen,Search,49659,1319,736.16,73,2.66,0.56,Custom,CA,Desktop
2024-01-20,Meta Ads,Conversion Boost,Mobile,24902,953,281.47,92,3.83,0.3,Custom,CA,Mobile
2024-01-20,Google Ads,Brand Awareness,Mobile,17007,1281,535.61,89,7.53,0.42,Broad,AU,Desktop
2024-01-21,Meta Ads,Brand Awareness,Carousel,49315,2799,174.8,65,5.68,0.06,Custom,AU,Desktop
2024-01-21,Google Ads,Brand Awareness,Display,6092,2446,1333.94,66,40.15,0.55,Broad,IN,Desktop
2024-01-21,Meta Ads,Lead Gen,Video,16230,826,314.81,59,5.09,0.38,Interest-Based,UK,Tablet
2024-01-21,Meta Ads,Lead Gen,Display,25397,175,458.08,51,0.69,2.62,Custom,CA,Mobile
2024-01-21,Meta Ads,Lead Gen,Carousel,44722,2915,1496.03,13,6.52,0.51,Custom,US,Tablet
2024-01-21,Meta Ads,Brand Awareness,Mobile,3577,126,1241.1,40,3.52,9.85,Interest-Based,US,Mobile
2024-01-21,Meta Ads,Conversion Boost,Video,2610,1968,948.34,68,75.4,0.48,Custom,UK,Tablet
2024-01-21,Meta Ads,Lead Gen,Desktop,22204,954,1077.94,64,4.3,1.13,Custom,CA,Desktop
2024-01-21,Google Ads,Retargeting,Mobile,47192,2417,157.48,54,5.12,0.07,Broad,US,Tablet
2024-01-21,Google Ads,Brand Awareness,Display,15138,1664,551.33,29,10.99,0.33,Lookalike,AU,Desktop
2024-01-21,Meta Ads,Retargeting,Video,21630,2055,998.99,1,9.5,0.49,Interest-Based,AU,Mobile
2024-01-21,Google Ads,Conversion Boost,Carousel,30893,984,1174.31,47,3.19,1.19,Lookalike,UK,Mobile
2024-01-21,Meta Ads,Lead Gen,Search,38636,453,1449.51,70,1.17,3.2,Custom,UK,Tablet
2024-01-21,Meta Ads,Conversion Boost,Desktop,20293,1167,210.43,72,5.75,0.18,Custom,AU,Desktop
2024-01-21,Google Ads,Brand Awareness,Video,42729,277,465.43,39,0.65,1.68,Custom,US,Desktop
2024-01-21,Google Ads,Lead Gen,Carousel,7360,597,1103.09,12,8.11,1.85,Lookalike,IN,Mobile
2024-01-21,Meta Ads,Lead Gen,Search,43852,773,470.92,17,1.76,0.61,Custom,UK,Tablet
2024-01-21,Google Ads,Conversion Boost,Video,17498,2300,278.88,66,13.14,0.12,Broad,UK,Mobile
2024-01-21,Meta Ads,Retargeting,Carousel,7451,1271,802.47,16,17.06,0.63,Broad,US,Tablet
2024-01-21,Google Ads,Retargeting,Search,14182,115,859.99,21,0.81,7.48,Lookalike,IN,Tablet
2024-01-21,Meta Ads,Brand Awareness,Video,13912,188,242.93,75,1.35,1.29,Broad,US,Tablet
2024-01-21,Google Ads,Lead Gen,Mobile,44554,1116,899.91,40,2.5,0.81,Interest-Based,US,Desktop
2024-01-21,Google Ads,Lead Gen,Search,12071,320,692.42,58,2.65,2.16,Custom,IN,Tablet
2024-01-21,Meta Ads,Retargeting,Video,27196,1400,100.67,5,5.15,0.07,Lookalike,AU,Tablet
2024-01-21,Meta Ads,Conversion Boost,Display,27534,1794,1214.79,65,6.52,0.68,Broad,AU,Mobile
2024-01-21,Meta Ads,Brand Awareness,Search,9921,805,1131.49,31,8.11,1.41,Custom,IN,Desktop
2024-01-21,Google Ads,Retargeting,Carousel,43353,2952,682.87,39,6.81,0.23,Broad,US,Tablet
2024-01-21,Google Ads,Retargeting,Video,23406,818,247.38,5,3.49,0.3,Interest-Based,US,Tablet
2024-01-21,Google Ads,Retargeting,Video,9155,656,957.82,15,7.17,1.46,Lookalike,UK,Mobile
2024-01-21,Google Ads,Retargeting,Desktop,31094,2243,273.18,9,7.21,0.12,Lookalike,UK,Mobile
2024-01-21,Google Ads,Lead Gen,Mobile,21708,792,1479.98,9,3.65,1.87,Lookalike,US,Mobile
2024-01-21,Google Ads,Brand Awareness,Video,24846,2667,512.03,44,10.73,0.19,Lookalike,CA,Tablet
2024-01-21,Meta Ads,Brand Awareness,Display,48842,1101,336.44,72,2.25,0.31,Broad,CA,Tablet
2024-01-21,Google Ads,Brand Awareness,Search,35564,362,1316.44,54,1.02,3.64,Lookalike,AU,Desktop
2024-01-21,Google Ads,Retargeting,Mobile,34430,2154,396.84,4,6.26,0.18,Broad,CA,Desktop
2024-01-21,Meta Ads,Retargeting,Video,20431,2244,370.47,67,10.98,0.17,Interest-Based,CA,Mobile
2024-01-21,Google Ads,Brand Awareness,Mobile,45593,2951,1256.39,7,6.47,0.43,Interest-Based,IN,Desktop
2024-01-21,Google Ads,Brand Awareness,Mobile,45475,491,329.04,84,1.08,0.67,Broad,AU,Mobile
2024-01-21,Google Ads,Conversion Boost,Mobile,9300,594,806.51,45,6.39,1.36,Lookalike,UK,Desktop
2024-01-21,Meta Ads,Lead Gen,Mobile,15756,1822,1183.62,14,11.56,0.65,Custom,US,Tablet
2024-01-21,Meta Ads,Lead Gen,Desktop,22213,1780,257.96,93,8.01,0.14,Interest-Based,UK,Mobile
2024-01-21,Google Ads,Retargeting,Desktop,1483,2868,742.46,59,193.39,0.26,Lookalike,US,Desktop
2024-01-21,Google Ads,Brand Awareness,Search,23585,656,398.11,18,2.78,0.61,Broad,IN,Tablet
2024-01-21,Google Ads,Retargeting,Carousel,27045,1506,227.44,25,5.57,0.15,Custom,AU,Desktop
2024-01-21,Google Ads,Conversion Boost,Desktop,38489,1001,1457.95,17,2.6,1.46,Broad,CA,Desktop
2024-01-21,Google Ads,Lead Gen,Search,27084,734,213.57,94,2.71,0.29,Custom,AU,Mobile
2024-01-21,Google Ads,Retargeting,Search,40633,2341,748.72,1,5.76,0.32,Broad,UK,Desktop
2024-01-21,Google Ads,Retargeting,Display,37985,529,268.77,69,1.39,0.51,Lookalike,IN,Mobile
2024-01-21,Google Ads,Lead Gen,Video,32571,2937,402.29,88,9.02,0.14,Interest-Based,AU,Tablet
2024-01-21,Meta Ads,Conversion Boost,Search,22022,1195,640.13,46,5.43,0.54,Lookalike,AU,Desktop
2024-01-22,Meta Ads,Brand Awareness,Mobile,32581,1794,966.78,88,5.51,0.54,Broad,CA,Mobile
2024-01-22,Google Ads,Conversion Boost,Video,12356,1126,264.4,74,9.11,0.23,Broad,CA,Desktop
2024-01-22,Meta Ads,Conversion Boost,Carousel,25195,607,1211.95,3,2.41,2.0,Custom,UK,Desktop
2024-01-22,Google Ads,Lead Gen,Mobile,38542,1316,868.69,90,3.41,0.66,Broad,AU,Mobile
2024-01-22,Meta Ads,Conversion Boost,Desktop,32634,2456,237.53,73,7.53,0.1,Lookalike,US,Mobile
2024-01-22,Meta Ads,Conversion Boost,Mobile,36520,468,876.38,77,1.28,1.87,Lookalike,IN,Tablet
2024-01-22,Meta Ads,Retargeting,Video,41517,860,120.69,88,2.07,0.14,Custom,US,Mobile
2024-01-22,Meta Ads,Brand Awareness,Search,36542,1703,256.16,81,4.66,0.15,Broad,CA,Tablet
2024-01-22,Google Ads,Lead Gen,Video,40711,352,144.23,89,0.86,0.41,Custom,AU,Mobile
2024-01-22,Meta Ads,Lead Gen,Desktop,11801,2452,383.12,27,20.78,0.16,Lookalike,AU,Mobile
2024-01-22,Meta Ads,Retargeting,Carousel,6214,744,1065.76,57,11.97,1.43,Custom,CA,Mobile
2024-01-22,Meta Ads,Retargeting,Desktop,13284,479,907.71,9,3.61,1.9,Custom,CA,Tablet
2024-01-22,Google Ads,Retargeting,Carousel,35149,2819,348.59,61,8.02,0.12,Lookalike,UK,Mobile
2024-01-22,Meta Ads,Retargeting,Carousel,31491,2211,189.35,87,7.02,0.09,Lookalike,CA,Desktop
2024-01-22,Meta Ads,Retargeting,Search,21984,1370,661.81,5,6.23,0.48,Interest-Based,CA,Mobile
2024-01-22,Google Ads,Retargeting,Mobile,35186,436,68.95,53,1.24,0.16,Lookalike,UK,Mobile
2024-01-22,Meta Ads,Retargeting,Search,3030,2784,804.34,9,91.88,0.29,Interest-Based,UK,Mobile
2024-01-22,Meta Ads,Retargeting,Search,39674,184,1282.91,1,0.46,6.97,Custom,AU,Desktop
2024-01-22,Meta Ads,Conversion Boost,Search,14717,2541,1428.89,25,17.27,0.56,Broad,AU,Tablet
2024-01-22,Google Ads,Conversion Boost,Mobile,28587,1319,767.73,79,4.61,0.58,Interest-Based,IN,Tablet
2024-01-22,Meta Ads,Conversion Boost,Desktop,27264,677,971.16,10,2.48,1.43,Lookalike,AU,Mobile
2024-01-22,Meta Ads,Lead Gen,Carousel,43776,2000,607.07,99,4.57,0.3,Custom,CA,Tablet
2024-01-22,Google Ads,Conversion Boost,Desktop,12582,1188,1116.46,22,9.44,0.94,Interest-Based,AU,Mobile
2024-01-22,Meta Ads,Brand Awareness,Search,38391,1221,926.98,5,3.18,0.76,Lookalike,UK,Desktop
2024-01-22,Meta Ads,Retargeting,Search,26628,2357,1286.05,7,8.85,0.55,Lookalike,UK,Mobile
2024-01-22,Google Ads,Brand Awareness,Display,4375,2352,973.31,15,53.76,0.41,Interest-Based,US,Mobile
2024-01-22,Meta Ads,Conversion Boost,Video,37142,2193,613.71,28,5.9,0.28,Lookalike,US,Tablet
2024-01-22,Meta Ads,Retargeting,Carousel,24670,83,633.53,59,0.34,7.63,Lookalike,AU,Mobile
2024-01-22,Meta Ads,Retargeting,Display,26650,1594,677.02,63,5.98,0.42,Broad,US,Mobile
2024-01-22,Google Ads,Retargeting,Display,37026,2281,1263.63,34,6.16,0.55,Broad,US,Mobile
2024-01-22,Meta Ads,Retargeting,Search,39281,1034,75.71,91,2.63,0.07,Lookalike,IN,Tablet
2024-01-22,Meta Ads,Retargeting,Mobile,9994,1135,277.8,14,11.36,0.24,Interest-Based,US,Mobile
2024-01-22,Meta Ads,Lead Gen,Carousel,43345,172,500.59,9,0.4,2.91,Lookalike,AU,Tablet
2024-01-22,Google Ads,Conversion Boost,Carousel,20959,2689,511.29,7,12.83,0.19,Interest-Based,IN,Desktop
2024-01-22,Google Ads,Conversion Boost,Search,48468,313,550.04,87,0.65,1.76,Lookalike,IN,Tablet
2024-01-22,Meta Ads,Lead Gen,Search,35301,1644,509.42,59,4.66,0.31,Broad,US,Mobile
2024-01-22,Google Ads,Lead Gen,Video,4240,2429,255.86,35,57.29,0.11,Interest-Based,IN,Desktop
2024-01-22,Google Ads,Retargeting,Video,41268,148,117.11,71,0.36,0.79,Interest-Based,IN,Mobile
2024-01-22,Meta Ads,Retargeting,Video,8158,1340,1344.11,61,16.43,1.0,Custom,IN,Mobile
2024-01-22,Meta Ads,Brand Awareness,Mobile,49267,1474,791.57,99,2.99,0.54,Interest-Based,UK,Mobile
2024-01-22,Google Ads,Retargeting,Desktop,23412,903,1411.44,57,3.86,1.56,Interest-Based,AU,Desktop
2024-01-22,Google Ads,Conversion Boost,Search,10047,2511,1092.2,68,24.99,0.43,Lookalike,US,Mobile
2024-01-22,Google Ads,Lead Gen,Display,27986,2473,403.79,5,8.84,0.16,Custom,IN,Desktop
2024-01-22,Google Ads,Lead Gen,Desktop,39214,2023,311.94,93,5.16,0.15,Custom,CA,Tablet
2024-01-22,Google Ads,Retargeting,Mobile,13366,2025,417.32,19,15.15,0.21,Interest-Based,IN,Desktop
2024-01-22,Meta Ads,Conversion Boost,Display,21574,1700,731.87,57,7.88,0.43,Lookalike,US,Mobile
2024-01-22,Meta Ads,Conversion Boost,Video,34444,271,891.33,76,0.79,3.29,Interest-Based,CA,Tablet
2024-01-22,Google Ads,Brand Awareness,Carousel,40498,2043,793.44,93,5.04,0.39,Lookalike,US,Desktop
2024-01-22,Meta Ads,Conversion Boost,Video,44612,1623,1399.31,48,3.64,0.86,Broad,IN,Desktop
2024-01-22,Meta Ads,Conversion Boost,Search,30729,179,217.47,99,0.58,1.21,Broad,AU,Mobile
2024-01-23,Meta Ads,Brand Awareness,Carousel,45166,2981,825.96,77,6.6,0.28,Lookalike,IN,Desktop
2024-01-23,Google Ads,Retargeting,Video,29122,843,430.31,74,2.89,0.51,Interest-Based,US,Tablet
2024-01-23,Meta Ads,Retargeting,Mobile,24641,682,1421.21,15,2.77,2.08,Custom,UK,Mobile
2024-01-23,Meta Ads,Retargeting,Carousel,3122,186,376.81,83,5.96,2.03,Interest-Based,UK,Mobile
2024-01-23,Meta Ads,Conversion Boost,Display,23391,2707,604.7,31,11.57,0.22,Lookalike,AU,Desktop
2024-01-23,Google Ads,Conversion Boost,Desktop,34131,2164,454.28,25,6.34,0.21,Broad,US,Tablet
2024-01-23,Meta Ads,Conversion Boost,Desktop,16371,1110,985.19,11,6.78,0.89,Interest-Based,UK,Mobile
2024-01-23,Meta Ads,Lead Gen,Search,44181,2252,290.27,37,5.1,0.13,Lookalike,IN,Tablet
2024-01-23,Meta Ads,Retargeting,Display,23447,347,128.1,26,1.48,0.37,Lookalike,US,Desktop
2024-01-23,Google Ads,Lead Gen,Search,25457,2395,275.81,40,9.41,0.12,Lookalike,AU,Tablet
2024-01-23,Meta Ads,Lead Gen,Display,43248,1299,1115.07,92,3.0,0.86,Lookalike,US,Tablet
2024-01-23,Google Ads,Retargeting,Video,7481,1767,463.49,93,23.62,0.26,Lookalike,US,Tablet
2024-01-23,Google Ads,Lead Gen,Carousel,13408,2878,568.89,44,21.46,0.2,Interest-Based,US,Mobile
2024-01-23,Google Ads,Lead Gen,Search,9735,473,441.97,43,4.86,0.93,Lookalike,UK,Desktop
2024-01-23,Google Ads,Retargeting,Video,12369,1959,1400.7,69,15.84,0.72,Lookalike,US,Tablet
2024-01-23,Google Ads,Retargeting,Video,36771,340,858.12,36,0.92,2.52,Interest-Based,US,Desktop
2024-01-23,Meta Ads,Brand Awareness,Carousel,6653,1982,486.73,85,29.79,0.25,Broad,CA,Mobile
2024-01-23,Meta Ads,Conversion Boost,Mobile,38179,1115,114.18,62,2.92,0.1,Lookalike,AU,Tablet
2024-01-23,Google Ads,Retargeting,Video,48382,2257,295.67,27,4.66,0.13,Custom,UK,Mobile
2024-01-23,Google Ads,Brand Awareness,Carousel,10120,2841,1130.81,80,28.07,0.4,Lookalike,AU,Desktop
2024-01-23,Google Ads,Conversion Boost,Display,40666,2455,519.98,37,6.04,0.21,Lookalike,IN,Desktop
2024-01-23,Google Ads,Conversion Boost,Search,19699,966,1226.59,66,4.9,1.27,Custom,CA,Desktop
2024-01-23,Meta Ads,Conversion Boost,Display,1356,1995,654.05,61,147.12,0.33,Broad,CA,Mobile
2024-01-23,Meta Ads,Retargeting,Desktop,27436,1951,69.02,45,7.11,0.04,Broad,US,Tablet
2024-01-23,Google Ads,Conversion Boost,Display,24784,633,1024.8,28,2.55,1.62,Lookalike,AU,Tablet
2024-01-23,Google Ads,Conversion Boost,Desktop,34841,410,407.55,65,1.18,0.99,Interest-Based,AU,Mobile
2024-01-23,Google Ads,Retargeting,Carousel,20941,919,35.66,9,4.39,0.04,Interest-Based,CA,Tablet
2024-01-23,Google Ads,Brand Awareness,Search,18260,909,180.46,94,4.98,0.2,Interest-Based,US,Tablet
2024-01-23,Meta Ads,Lead Gen,Search,1001,1742,974.95,13,174.03,0.56,Lookalike,UK,Tablet
2024-01-23,Google Ads,Conversion Boost,Desktop,7171,2354,678.7,79,32.83,0.29,Broad,IN,Desktop
2024-01-23,Google Ads,Lead Gen,Display,20540,1279,407.29,53,6.23,0.32,Custom,UK,Mobile
2024-01-23,Google Ads,Lead Gen,Video,2294,1633,1377.19,48,71.19,0.84,Interest-Based,AU,Mobile
2024-01-23,Meta Ads,Lead Gen,Mobile,13707,831,532.7,2,6.06,0.64,Lookalike,US,Tablet
2024-01-23,Google Ads,Brand Awareness,Search,42827,2343,1312.03,90,5.47,0.56,Lookalike,UK,Desktop
2024-01-23,Google Ads,Retargeting,Desktop,6653,583,143.55,90,8.76,0.25,Broad,AU,Desktop
2024-01-23,Google Ads,Brand Awareness,Carousel,26798,1409,1156.85,34,5.26,0.82,Lookalike,IN,Desktop
2024-01-23,Google Ads,Conversion Boost,Search,15088,2254,1275.83,95,14.94,0.57,Broad,UK,Desktop
2024-01-23,Meta Ads,Retargeting,Mobile,15537,2186,1236.44,52,14.07,0.57,Custom,AU,Desktop
